person_id,page_number,origin_place,classification,origin_place_norm_proposed,age,sex,legal_status_norm,family_status_norm,comments
P006065,400,На Сахалине,exceptional_non_administrative,На Сахалине,1,Женский,Дочь ссыльнокаторжного,Дочь,
P006082,400,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын ссыльнокаторжной,Незаконнорожденный сын,9
P006083,401,На Сахалине,exceptional_non_administrative,На Сахалине,0,Мужской,Сын ссыльнокаторжной,Незаконнорожденный сын,329
P006088,401,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын поселенца,Сын,
P006089,401,На Сахалине,exceptional_non_administrative,На Сахалине,0,Мужской,Сын поселенца,Сын,
P006099,401,На Сахалине,exceptional_non_administrative,На Сахалине,0,Мужской,Сын ссыльнокаторжного,Сын,
P006104,402,На Сахалине,exceptional_non_administrative,На Сахалине,0,Мужской,Сын ссыльнокаторжного,Сын,
P006108,402,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын ссыльнокаторжного,Сын,
P006109,402,На Сахалине,exceptional_non_administrative,На Сахалине,0,Женский,Дочь ссыльнокаторжного,Дочь,
P006112,402,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын поселки,Незаконнорожденный сын,3
P006121,403,На Сахалине,exceptional_non_administrative,На Сахалине,6,Мужской,Сын поселки,Незаконнорожденный сын,305
P006122,403,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын поселки,Незаконнорожденный сын,306
P006125,403,На Сахалине,exceptional_non_administrative,На Сахалине,2,Женский,Дочь ссыльнокаторжного,Дочь,
P006126,403,На Сахалине,exceptional_non_administrative,На Сахалине,0,Мужской,Сын ссыльнокаторжного,Сын,
P006173,415,На Сахалине,exceptional_non_administrative,На Сахалине,4,Женский,Дочь поселенца,Дочь,
P006174,415,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын поселенца,Сын,
P006179,415,На Сахалине,exceptional_non_administrative,На Сахалине,1,Женский,Дочь ссыльнокаторжной,Приемная дочь,29
P006201,417,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын поселенца,Сын,
P006202,417,На Сахалине,exceptional_non_administrative,На Сахалине,0,Женский,Дочь поселенца,Дочь,
P006213,417,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын поселенца,Сын,
P006221,418,На Сахалине,exceptional_non_administrative,На Сахалине,0,Женский,Дочь ссыльнокаторжной,Незаконнорожденная дочь,26
P006227,418,На Сахалине,exceptional_non_administrative,На Сахалине,6,Женский,Дочь крестьянки из ссыльных,Незаконнорожденная дочь,25
P006233,418,На Сахалине,exceptional_non_administrative,На Сахалине,7,Мужской,Сын поселки,Незаконнорожденный сын,24
P006238,419,На Сахалине,exceptional_non_administrative,На Сахалине,4,Мужской,Сын поселки,Незаконнорожденный сын,23
P006249,419,На Сахалине,exceptional_non_administrative,На Сахалине,0,Женский,Дочь ссыльнокаторжного,Дочь,
P006264,420,На Сахалине,exceptional_non_administrative,На Сахалине,0,Женский,Дочь ссыльнокаторжного,Дочь,
P006268,421,На Сахалине,exceptional_non_administrative,На Сахалине,6,Женский,Дочь крестьянки из ссыльных,Незаконнорожденная дочь,22
P006269,421,На Сахалине,exceptional_non_administrative,На Сахалине,5,Женский,Дочь крестьянки из ссыльных,Незаконнорожденная дочь,20
P006270,421,На Сахалине,exceptional_non_administrative,На Сахалине,0,Женский,Дочь крестьянки из ссыльных,Незаконнорожденная дочь,21
P006274,421,На Сахалине,exceptional_non_administrative,На Сахалине,3,Женский,Дочь ссыльнокаторжного,Дочь,
P006277,421,На Сахалине,exceptional_non_administrative,На Сахалине,4,Женский,Дочь поселки,Незаконнорожденная дочь,19
P006278,421,На Сахалине,exceptional_non_administrative,На Сахалине,2,Женский,Дочь поселки,Незаконнорожденная дочь,18
P006287,422,На Сахалине,exceptional_non_administrative,На Сахалине,0,Мужской,Сын ссыльнокаторжной,Незаконнорожденный сын,2 недели; 17
P006306,423,На Сахалине,exceptional_non_administrative,На Сахалине,1,Женский,Дочь ссыльнокаторжного,Дочь,
P006318,424,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын ссыльнокаторжной,Незаконнорожденный сын,126
P006326,424,На Сахалине,exceptional_non_administrative,На Сахалине,1,Женский,Дочь ссыльнокаторжной,Незаконнорожденная дочь,125
P006336,424,На Сахалине,exceptional_non_administrative,На Сахалине,2,Женский,Дочь ссыльнокаторжной,Незаконнорожденная дочь,124
P006361,426,На Сахалине,exceptional_non_administrative,На Сахалине,5,Мужской,Сын поселенца,Сын,
P006362,426,На Сахалине,exceptional_non_administrative,На Сахалине,3,Женский,Дочь поселенца,Дочь,
P006363,426,На Сахалине,exceptional_non_administrative,На Сахалине,2,Женский,Дочь поселенца,Дочь,
P006364,426,На Сахалине,exceptional_non_administrative,На Сахалине,0,Мужской,Сын поселенца,Сын,
P006377,427,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын ссыльнокаторжной,Незаконнорожденный сын,123
P006385,427,На Сахалине,exceptional_non_administrative,На Сахалине,0,Женский,Дочь ссыльнокаторжной,Незаконнорожденная дочь,91
P006390,428,На Сахалине,exceptional_non_administrative,На Сахалине,2,Женский,Дочь ссыльнокаторжной,Незаконнорожденная дочь,90
P006391,428,На Сахалине,exceptional_non_administrative,На Сахалине,0,Женский,Дочь ссыльнокаторжной,Незаконнорожденная дочь,89
P006408,429,На Сахалине,exceptional_non_administrative,На Сахалине,3,Женский,Дочь поселенца,Дочь,
P006409,429,На Сахалине,exceptional_non_administrative,На Сахалине,0,Женский,Дочь поселенца,Дочь,
P006412,429,На Сахалине,exceptional_non_administrative,На Сахалине,0,Мужской,Сын поселенца,Сын,
P006413,429,На Сахалине,exceptional_non_administrative,На Сахалине,1,Женский,Дочь поселенца,Дочь,
P006417,429,На Сахалине,exceptional_non_administrative,На Сахалине,4,Мужской,Сын поселенца,Сын,
P006418,429,На Сахалине,exceptional_non_administrative,На Сахалине,2,Женский,Дочь поселенца,Дочь,
P006419,429,На Сахалине,exceptional_non_administrative,На Сахалине,0,Женский,Дочь поселенца,Дочь,
P006424,430,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын ссыльнокаторжного,Незаконнорожденный сын,4
P006433,430,На Сахалине,exceptional_non_administrative,На Сахалине,0,Женский,Дочь ссыльнокаторжной,Незаконнорожденная дочь,51
P006439,431,На Сахалине,exceptional_non_administrative,На Сахалине,2,Женский,Дочь ссыльнокаторжной,Незаконнорожденная дочь,50
P006443,431,На Сахалине,exceptional_non_administrative,На Сахалине,5,Женский,Дочь ссыльнокаторжной,Незаконнорожденная дочь,49
P006444,431,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын ссыльнокаторжной,Незаконнорожденный сын,48
P006447,431,На Сахалине,exceptional_non_administrative,На Сахалине,5,Мужской,Сын ссыльнокаторжной,Незаконнорожденный сын,
P006450,431,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын ссыльнокаторжной,Незаконнорожденный сын,46
P006453,431,На Сахалине,exceptional_non_administrative,На Сахалине,1,Женский,Дочь ссыльнокаторжной,Незаконнорожденная дочь,45
P006457,432,На Сахалине,exceptional_non_administrative,На Сахалине,4,Женский,Дочь ссыльнокаторжной,Незаконнорожденная дочь,44
P006458,432,На Сахалине,exceptional_non_administrative,На Сахалине,3,Мужской,Сын ссыльнокаторжной,Незаконнорожденный сын,43
P006463,432,На Сахалине,exceptional_non_administrative,На Сахалине,4,Женский,Дочь ссыльнокаторжной,Незаконнорожденная дочь,42
P006466,432,На Сахалине,exceptional_non_administrative,На Сахалине,6,Женский,Дочь поселки,Незаконнорожденная дочь,41
P006474,433,На Сахалине,exceptional_non_administrative,На Сахалине,5,Женский,Дочь поселки,Незаконнорожденная дочь,40
P006477,433,На Сахалине,exceptional_non_administrative,На Сахалине,7,Мужской,Сын поселки,Незаконнорожденный сын,38
P006478,433,На Сахалине,exceptional_non_administrative,На Сахалине,4,Женский,Дочь поселки,Незаконнорожденная дочь,37
P006479,433,На Сахалине,exceptional_non_administrative,На Сахалине,2,Женский,Дочь поселки,Незаконнорожденная дочь,36
P006480,433,На Сахалине,exceptional_non_administrative,На Сахалине,0,Женский,Дочь поселки,Незаконнорожденная дочь,39
P006483,433,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын ссыльнокаторжной,Незаконнорожденный сын,35
P006484,433,На Сахалине,exceptional_non_administrative,На Сахалине,0,Мужской,Сын ссыльнокаторжной,Незаконнорожденный сын,34
P006487,433,На Сахалине,exceptional_non_administrative,На Сахалине,8,Мужской,Сын поселенца,Сын,
P006488,433,На Сахалине,exceptional_non_administrative,На Сахалине,7,Женский,Дочь поселенца,Дочь,
P006489,433,На Сахалине,exceptional_non_administrative,На Сахалине,6,Мужской,Сын поселенца,Сын,
P006490,434,На Сахалине,exceptional_non_administrative,На Сахалине,5,Женский,Дочь поселенца,Дочь,
P006491,434,На Сахалине,exceptional_non_administrative,На Сахалине,4,Женский,Дочь поселенца,Дочь,
P006492,434,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын поселенца,Сын,
P006493,434,На Сахалине,exceptional_non_administrative,На Сахалине,1,Женский,Дочь поселенца,Дочь,
P006494,434,На Сахалине,exceptional_non_administrative,На Сахалине,0,Мужской,Сын поселенца,Сын,
P006499,434,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын ссыльнокаторжной,Незаконнорожденный сын,3
P006500,434,На Сахалине,exceptional_non_administrative,На Сахалине,0,Мужской,Сын ссыльнокаторжной,Незаконнорожденный сын,122
P006513,435,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын ссыльнокаторжной,Незаконнорожденный сын,120
P006520,435,На Сахалине,exceptional_non_administrative,На Сахалине,0,Мужской,Сын ссыльнокаторжной,Незаконнорожденный сын,119
P006528,436,На Сахалине,exceptional_non_administrative,На Сахалине,1,Женский,Дочь поселки,Незаконнорожденная дочь,3
P006575,438,На Сахалине,exceptional_non_administrative,На Сахалине,21,Женский,Свободного состояния,Жена,Родилась в Чибисани
P006576,438,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын крестьянина из ссыльных,Сын,
P006577,438,На Сахалине,exceptional_non_administrative,На Сахалине,0,Женский,Дочь крестьянина из ссыльных,Дочь,
P006585,439,На Сахалине,exceptional_non_administrative,На Сахалине,3,Мужской,Сын поселенца,Сын,
P006586,439,На Сахалине,exceptional_non_administrative,На Сахалине,1,Женский,Дочь поселенца,Дочь,
P006589,439,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын ссыльнокаторжной,Незаконнорожденный сын,33
P006594,439,На Сахалине,exceptional_non_administrative,На Сахалине,4,Мужской,Сын поселки,Незаконнорожденный сын,30
P006595,439,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын поселки,,31
P006596,439,На Сахалине,exceptional_non_administrative,На Сахалине,0,Мужской,Сын поселки,Незаконнорожденный сын,32
P006614,441,На Сахалине,exceptional_non_administrative,На Сахалине,2,Женский,Дочь ссыльнокаторжной,Незаконнорожденная дочь,87
P006618,441,На Сахалине,exceptional_non_administrative,На Сахалине,0,Женский,Дочь ссыльнокаторжной,Незаконнорожденная дочь,86
P006630,441,На Сахалине,exceptional_non_administrative,На Сахалине,1,Женский,Дочь ссыльнокаторжной,Незаконнорожденная дочь,85
P006656,443,На Сахалине,exceptional_non_administrative,На Сахалине,5,Мужской,Сын ссыльнокаторжной,Незаконнорожденный сын,80
P006665,443,На Сахалине,exceptional_non_administrative,На Сахалине,1,Женский,Дочь поселки,Незаконнорожденная дочь,79
P006674,444,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын ссыльнокаторжной,Незаконнорожденный сын,78
P006698,445,На Сахалине,exceptional_non_administrative,На Сахалине,0,Женский,Дочь ссыльнокаторжной,Незаконнорожденная дочь,16
P006702,445,На Сахалине,exceptional_non_administrative,На Сахалине,1,Женский,Дочь поселенца,Дочь,
P006705,445,На Сахалине,exceptional_non_administrative,На Сахалине,3,Мужской,Сын поселки,Незаконнорожденный сын,14
P006706,445,На Сахалине,exceptional_non_administrative,На Сахалине,0,Мужской,Сын поселки,Незаконнорожденный сын,13
P006709,446,На Сахалине,exceptional_non_administrative,На Сахалине,4,Женский,Дочь поселки,Незаконнорожденная дочь,12
P006710,446,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын поселки,Незаконнорожденный сын,11
P006716,446,На Сахалине,exceptional_non_administrative,На Сахалине,4,Мужской,Сын ссыльнокаторжной,Незаконнорожденный сын,10
P006717,446,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын ссыльнокаторжной,Незаконнорожденный сын,9
P006718,446,На Сахалине,exceptional_non_administrative,На Сахалине,1,Женский,Дочь ссыльнокаторжной,Незаконнорожденная дочь,8
P006732,447,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын ссыльнокаторжной,Незаконнорожденный сын,7
P006737,447,На Сахалине,exceptional_non_administrative,На Сахалине,7,Женский,Дочь поселки,Незаконнорожденная дочь,6
P006743,447,На Сахалине,exceptional_non_administrative,На Сахалине,3,Мужской,Сын поселки,Незаконнорожденный сын,4
P006744,447,На Сахалине,exceptional_non_administrative,На Сахалине,0,Женский,Дочь поселки,Незаконнорожденная дочь,3
P006760,448,На Сахалине,exceptional_non_administrative,На Сахалине,0,Женский,Дочь ссыльнокаторжной,Незаконнорожденная дочь,1
P006774,449,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын ссыльнокаторжной,Незаконнорожденный сын,2
P006825,452,На Сахалине,exceptional_non_administrative,На Сахалине,0,Мужской,Сын ссыльнокаторжной,Незаконнорожденный сын,2 недели; 117
P006857,453,На Сахалине,exceptional_non_administrative,На Сахалине,0,Мужской,Сын ссыльнокаторжной,Незаконнорожденный сын,116
P006868,454,На Сахалине,exceptional_non_administrative,На Сахалине,2,Женский,Дочь ссыльнокаторжной,Незаконнорожденная дочь,115
P006891,455,На Сахалине,exceptional_non_administrative,На Сахалине,1,Женский,Дочь ссыльнокаторжной,Незаконнорожденная дочь,114
P006895,455,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын поселенца,Сын,
P006896,455,На Сахалине,exceptional_non_administrative,На Сахалине,0,Женский,Дочь поселенца,Дочь,
P006901,456,На Сахалине,exceptional_non_administrative,На Сахалине,1,Женский,Дочь ссыльнокаторжной,Незаконнорожденная дочь,113
P006923,457,На Сахалине,exceptional_non_administrative,На Сахалине,0,Женский,Дочь поселенца,Дочь,
P006926,457,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын ссыльнокаторжной,Незаконнорожденный сын,112
P006979,460,На Сахалине,exceptional_non_administrative,На Сахалине,0,Женский,Дочь ссыльнокаторжной,Незаконнорожденная дочь,84
P007011,462,На Сахалине,exceptional_non_administrative,На Сахалине,0,Женский,Дочь ссыльнокаторжной,Незаконнорожденная дочь,83
P007037,463,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын ссыльнокаторжной,Незаконнорожденный сын,3
P007041,463,На Сахалине,exceptional_non_administrative,На Сахалине,0,Мужской,Сын ссыльнокаторжной,Незаконнорожденный сын,81
P007124,468,На Сахалине,exceptional_non_administrative,На Сахалине,5,Мужской,Сын ссыльнокаторжной,,3
P007125,468,На Сахалине,exceptional_non_administrative,На Сахалине,4,Женский,Дочь ссыльнокаторжного,Незаконнорожденная дочь,4
P007134,468,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын ссыльнокаторжного,Незаконнорожденный сын,67
P007139,469,На Сахалине,exceptional_non_administrative,На Сахалине,0,Мужской,Сын ссыльнокаторжного,Незаконнорожденный сын,66
P007144,469,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын ссыльнокаторжной,Незаконнорожденный сын,63
P007145,469,На Сахалине,exceptional_non_administrative,На Сахалине,0,Мужской,Сын ссыльнокаторжной,Незаконнорожденный сын,4 недели; 64
P007149,469,На Сахалине,exceptional_non_administrative,На Сахалине,0,Мужской,Сын ссыльнокаторжной,Незаконнорожденный сын,62
P007154,469,На Сахалине,exceptional_non_administrative,На Сахалине,1,Женский,Дочь ссыльнокаторжной,Незаконнорожденная дочь,61
P007158,469,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын ссыльнокаторжной,Незаконнорожденный сын,59
P007159,470,На Сахалине,exceptional_non_administrative,На Сахалине,0,Женский,Дочь ссыльнокаторжной,Незаконнорожденная дочь,60
P007166,470,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын ссыльнокаторжной,Незаконнорожденный сын,68
P007179,471,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын ссыльнокаторжной,Незаконнорожденный сын,57
P007182,471,На Сахалине,exceptional_non_administrative,На Сахалине,2,Женский,Дочь ссыльнокаторжной,Незаконнорожденная дочь,56
P007204,472,На Сахалине,exceptional_non_administrative,На Сахалине,0,Женский,Дочь ссыльнокаторжной,Незаконнорожденная дочь,1 неделя; 55
P007208,472,На Сахалине,exceptional_non_administrative,На Сахалине,6,Женский,Дочь солдатки,Незаконнорожденная дочь,3
P007209,472,На Сахалине,exceptional_non_administrative,На Сахалине,3,Мужской,Сын солдатки,Незаконнорожденный сын,4
P007210,472,На Сахалине,exceptional_non_administrative,На Сахалине,0,Женский,Дочь солдатки,Незаконнорожденная дочь,5
P007225,473,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын ссыльнокаторжной,Незаконнорожденный сын,77
P007247,475,На Сахалине,exceptional_non_administrative,На Сахалине,0,Женский,Дочь ссыльнокаторжной,Незаконнорожденная дочь,76
P007255,475,На Сахалине,exceptional_non_administrative,На Сахалине,4,Мужской,Сын ссыльнокаторжной,Незаконнорожденный сын,75
P007256,475,На Сахалине,exceptional_non_administrative,На Сахалине,1,Женский,Дочь ссыльнокаторжной,Незаконнорожденная дочь,74
P007261,475,На Сахалине,exceptional_non_administrative,На Сахалине,3,Мужской,Сын ссыльнокаторжной,Незаконнорожденный сын,72
P007262,475,На Сахалине,exceptional_non_administrative,На Сахалине,2,Женский,Дочь ссыльнокаторжной,Незаконнорожденная дочь,73
P007267,476,На Сахалине,exceptional_non_administrative,На Сахалине,3,Мужской,Сын поселки,Незаконнорожденный сын,71
P007268,476,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын поселки,Незаконнорожденный сын,70
P007291,477,На Сахалине,exceptional_non_administrative,На Сахалине,2,Женский,Дочь поселки,Незаконнорожденная дочь,11
P007292,477,На Сахалине,exceptional_non_administrative,На Сахалине,0,Мужской,Сын поселки,Незаконнорожденный сын,96
P007298,478,На Сахалине,exceptional_non_administrative,На Сахалине,1,Женский,Дочь ссыльнокаторжной,Незаконнорожденная дочь,1
P007309,478,На Сахалине,exceptional_non_administrative,На Сахалине,5,Женский,Дочь ссыльнокаторжной,Незаконнорожденная дочь,94
P007310,478,На Сахалине,exceptional_non_administrative,На Сахалине,1,Женский,Дочь ссыльнокаторжной,Незаконнорожденная дочь,93
P007331,479,На Сахалине,exceptional_non_administrative,На Сахалине,5,Мужской,Сын поселки,Незаконнорожденный сын,107
P007332,480,На Сахалине,exceptional_non_administrative,На Сахалине,2,Женский,Дочь поселки,Незаконнорожденная дочь,1
P007333,480,На Сахалине,exceptional_non_administrative,На Сахалине,0,Мужской,Сын поселки,Незаконнорожденный сын,105
P007347,480,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын ссыльнокаторжной,,104
P007353,481,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын ссыльнокаторжной,Незаконнорожденный сын,103
P007354,481,На Сахалине,exceptional_non_administrative,На Сахалине,0,Женский,Дочь ссыльнокаторжной,Незаконнорожденная дочь,101
P007355,481,На Сахалине,exceptional_non_administrative,На Сахалине,0,Женский,Дочь ссыльнокаторжной,Незаконнорожденная дочь,102
P007358,481,На Сахалине,exceptional_non_administrative,На Сахалине,2,Женский,Дочь ссыльнокаторжной,Незаконнорожденная дочь,100
P007374,482,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын ссыльнокаторжной,Незаконнорожденный сын,99
P007389,483,На Сахалине,exceptional_non_administrative,На Сахалине,2,Женский,Дочь поселки,Незаконнорожденная дочь,98
P007400,483,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын ссыльнокаторжной,Незаконнорожденный сын,111
P007401,483,На Сахалине,exceptional_non_administrative,На Сахалине,0,Женский,Дочь ссыльнокаторжной,Незаконнорожденная дочь,110
P007404,483,На Сахалине,exceptional_non_administrative,На Сахалине,2,Женский,Дочь ссыльнокаторжной,Незаконнорожденная дочь,109
P007424,484,На Сахалине,exceptional_non_administrative,На Сахалине,1,Женский,Дочь ссыльнокаторжной,Незаконнорожденная дочь,108
P000151,36,По пути,transit,В пути,15,Женский,Дочь крестьянки из ссыльных,Незаконнорожденная дочь,212
P000185,38,По пути,transit,В пути,5,Женский,Дочь ссыльнокаторжной,Дочь,
P000215,40,По пути,transit,В пути,10,Женский,Дочь ссыльнокаторжной,Незаконнорожденная дочь,204
P000283,44,По пути,transit,В пути,12,Женский,Дочь поселенца,Дочь,
P000312,46,По пути,transit,В пути,7,Мужской,Сын поселки,Незаконнорожденный сын,198
P000419,52,По пути,transit,В пути,0,Женский,Дочь ссыльнокаторжного,Дочь,
P000471,55,По пути,transit,В пути,2,Мужской,Сын ссыльнокаторжной,Незаконнорожденный сын,179
P000521,58,По пути,transit,В пути,5,Женский,Дочь ссыльнокаторжной,Незаконнорожденная дочь,175
P000522,58,По пути,transit,В пути,2,Женский,Дочь ссыльнокаторжной,Незаконнорожденная дочь,174
P000557,61,По пути,transit,В пути,3,Женский,Дочь поселки,Незаконнорожденная дочь,172
P000593,63,По пути,transit,В пути,3,Мужской,Сын ссыльнокаторжной,Незаконнорожденный сын,170
P000672,68,По пути,transit,В пути,10,Женский,Дочь поселенца,Дочь,
P000745,72,По пути,transit,В пути,4,Мужской,Сын поселенца,Сын,
P000958,85,По пути,transit,В пути,5,Мужской,Сын поселенца,Сын,
P001305,106,По пути,transit,В пути,3,Женский,Дочь ссыльнокаторжного,Дочь,
P001334,108,По пути,transit,В пути,6,Женский,Дочь поселенца,Дочь,
P001345,109,По пути,transit,В пути,10,Женский,Дочь поселки,Падчерица,135
P001360,110,По пути,transit,В пути,4,Женский,Дочь ссыльнокаторжного,Дочь,
P001365,110,По пути,transit,В пути,4,Женский,Дочь ссыльнокаторжного,Дочь,
P001366,110,По пути,transit,В пути,2,Женский,Дочь ссыльнокаторжного,Дочь,
P001400,112,По пути,transit,В пути,1,Мужской,Сын ссыльнокаторжной,Незаконнорожденный сын,127
P001403,112,По пути,transit,В пути,3,Мужской,Свободного состояния,Сын,
P001464,116,По пути,transit,В пути,12,Мужской,Сын крестьянки из ссыльных,Незаконнорожденный сын,
P001576,123,По пути,transit,В пути,9,Женский,Дочь поселенца,Дочь,
P001619,126,По пути,transit,В пути,2,Мужской,Сын ссыльнокаторжного,Приемный сын,
P001689,130,По пути,transit,В пути,2,Женский,Дочь ссыльнокаторжного,Дочь,
P001697,131,По пути,transit,В пути,15,Женский,Дочь поселенца,Дочь,
P001711,132,По пути,transit,В пути,12,Женский,Дочь поселенца,Дочь,
P001874,142,По пути,transit,В пути,6,Женский,Дочь поселки,Незаконнорожденная дочь,387
P001947,146,По пути,transit,В пути,5,Мужской,Сын ссыльнокаторжного,Сын,
P002057,153,По пути,transit,В пути,7,Женский,Дочь поселки,Дочь,
P002071,154,По пути,transit,В пути,18,Мужской,Сын поселенца,Сын,
P002953,227,По пути,transit,В пути,7,Мужской,Сын поселенца,Сын,72
P002967,228,По пути,transit,В пути,11,Женский,Дочь поселки,Незаконнорожденная дочь,86 462
P003058,233,По пути,transit,В пути,12,Мужской,Сын поселки,Незаконнорожденный сын,177 470
P003063,233,По пути,transit,В пути,12,Мужской,Сын поселки,Незаконнорожденный сын,Приемный сын Колодина в Дербинском
P003122,237,По пути,transit,В пути,5,Мужской,Сын ссыльнокаторжной,Незаконнорожденный сын,64 457
P003157,239,По пути,transit,В пути,11,Женский,Дочь крестьянки из ссыльных,Незаконнорожденная дочь,538
P003225,242,По пути,transit,В пути,10,Мужской,Сын поселки,Приемный сын,528
P003278,245,По пути,transit,В пути,10,Мужской,Сын крестьянина из ссыльных,Незаконнорожденный сын,19
P003318,248,По пути,transit,В пути,17,Женский,Свободного состояния,Дочь,
P003367,251,По пути,transit,В пути,15,Женский,Дочь ссыльнокаторжной,Дочь,
P003368,251,По пути,transit,В пути,12,Женский,Дочь ссыльнокаторжной,Дочь,
P003411,253,По пути,transit,В пути,10,Женский,Дочь поселки,Дочь,
P003669,266,По пути,transit,В пути,5,Женский,Дочь ссыльнокаторжного,Дочь,
P003695,268,По пути,transit,В пути,3,Мужской,Сын поселенца,Сын,
P003990,283,По пути,transit,В пути,4,Женский,Дочь ссыльнокаторжной,Дочь,
P003998,283,По пути,transit,В пути,3,Женский,Дочь ссыльнокаторжного,Дочь,
P004175,294,По пути,transit,В пути,11,Женский,Дочь крестьянина из ссыльных,Дочь,154
P004380,305,По пути,transit,В пути,10,Женский,Дочь ссыльнокаторжной,Незаконнорожденная дочь,364 221.2
P004417,308,По пути,transit,В пути,5,Мужской,Сын поселки,Незаконнорожденный сын,406 224
P004421,308,По пути,transit,В пути,9,Мужской,Сын поселенца,Сын,
P004433,308,По пути,transit,В пути,10,Женский,Дочь поселки,Незаконнорожденная дочь,423 231
P004661,321,По пути,transit,В пути,7,Мужской,Сын ссыльнокаторжного,Сын,666; Иркутская губерния
P004662,321,По пути,transit,В пути,5,Женский,Дочь ссыльнокаторжного,Дочь,667; Иркутская губерния
P005192,350,По пути,transit,В пути,5,Мужской,Сын поселенца,Сын,1257
P005597,373,По пути,transit,В пути,18,Мужской,Сын крестьянина из ссыльных,Сын,13
P005623,374,По пути,transit,В пути,13,Женский,Дочь поселенца,Дочь,40
P005636,375,По пути,transit,В пути,13,Женский,Дочь поселки,Незаконнорожденная дочь,53 442
P005640,375,По пути,transit,В пути,3,Женский,Дочь поселки,Незаконнорожденная дочь,57 440
P005644,375,По пути,transit,В пути,12,Женский,Дочь поселенца,Дочь,61
P005677,377,По пути,transit,В пути,12,Мужской,Сын поселенца,Сын,
P005928,392,По пути,transit,В пути,5,Мужской,Сын ссыльнокаторжного,Сын,
P005979,395,По пути,transit,В пути,16,Мужской,Сын поселки,Сын,
P006001,396,По пути,transit,В пути,3,Мужской,Сын ссыльнокаторжного,Сын,
P006098,401,По пути,transit,В пути,6,Женский,Дочь ссыльнокаторжного,Дочь,
P006103,402,По пути,transit,В пути,4,Мужской,Сын ссыльнокаторжного,Сын,
P006107,402,По пути,transit,В пути,5,Женский,Дочь ссыльнокаторжного,Дочь,
P006183,416,По пути,transit,В пути,18,Женский,Дочь поселенца,Жена,
P006210,417,По пути,transit,В пути,20,Мужской,Сын крестьянки из ссыльных,Незаконнорожденный сын,
P006217,418,По пути,transit,В пути,10,Мужской,Сын поселки,Незаконнорожденный сын,28
P006218,418,По пути,transit,В пути,8,Мужской,Сын поселки,Незаконнорожденный сын,27
P006263,420,По пути,transit,В пути,2,Женский,Дочь ссыльнокаторжного,Дочь,
P006752,448,По пути,transit,В пути,22,Мужской,Сын поселки,Незаконнорожденный сын,
P007138,468,По пути,transit,В пути,4,Женский,Дочь ссыльнокаторжного,Незаконнорожденная дочь,65
P000030,29,Усть-Кара,exceptional_non_administrative,Усть-Кара,24,Мужской,Крестьянин из ссыльных,Жилец,
